0.000 ,0.000 ,0.000 
1.000 ,0.000 ,1.000 
3.000 ,0.000 ,3.000 
4.000 ,0.000 ,4.000 
6.000 ,0.000 ,6.000 
7.000 ,0.000 ,7.000 
9.000 ,0.000 ,9.000 
11.000 ,0.000 ,11.000 
12.000 ,0.000 ,12.000 
14.000 ,0.000 ,14.000 
15.000 ,0.000 ,15.000 
17.000 ,0.000 ,17.000 
19.000 ,0.000 ,19.000 
20.000 ,0.000 ,20.000 
22.000 ,0.000 ,22.000 
23.000 ,0.000 ,23.000 
25.000 ,0.000 ,25.000 
27.000 ,0.000 ,27.000 
28.000 ,0.000 ,28.000 
30.000 ,0.000 ,30.000 
31.000 ,0.000 ,31.000 
33.000 ,0.000 ,33.000 
35.000 ,0.000 ,35.000 
36.000 ,0.000 ,36.000 
38.000 ,0.000 ,38.000 
39.000 ,0.000 ,39.000 
41.000 ,0.000 ,41.000 
43.000 ,0.000 ,43.000 
44.000 ,0.000 ,44.000 
46.000 ,0.000 ,46.000 
47.000 ,0.000 ,47.000 
49.000 ,0.000 ,49.000 
51.000 ,0.000 ,51.000 
52.000 ,0.000 ,52.000 
54.000 ,0.000 ,54.000 
55.000 ,0.000 ,55.000 
57.000 ,0.000 ,57.000 
58.000 ,0.000 ,58.000 
60.000 ,0.000 ,60.000 
62.000 ,0.000 ,62.000 
63.000 ,0.000 ,63.000 
65.000 ,0.000 ,65.000 
66.000 ,0.000 ,66.000 
68.000 ,0.000 ,68.000 
70.000 ,0.000 ,70.000 
71.000 ,0.000 ,71.000 
73.000 ,0.000 ,73.000 
74.000 ,0.000 ,74.000 
76.000 ,0.000 ,76.000 
78.000 ,0.000 ,78.000 
79.000 ,0.000 ,79.000 
81.000 ,0.000 ,81.000 
82.000 ,0.000 ,82.000 
84.000 ,0.000 ,84.000 
86.000 ,0.000 ,86.000 
87.000 ,0.000 ,87.000 
89.000 ,0.000 ,89.000 
90.000 ,0.000 ,90.000 
92.000 ,0.000 ,92.000 
94.000 ,0.000 ,94.000 
95.000 ,0.000 ,95.000 
97.000 ,0.000 ,97.000 
98.000 ,0.000 ,98.000 
102.000 ,0.000 ,102.000 
102.000 ,0.000 ,102.000 
104.000 ,0.000 ,104.000 
106.000 ,0.000 ,106.000 
109.000 ,0.000 ,109.000 
111.000 ,0.000 ,111.000 
113.000 ,0.000 ,113.000 
116.000 ,0.000 ,116.000 
118.000 ,0.000 ,118.000 
121.000 ,0.000 ,121.000 
123.000 ,0.000 ,123.000 
125.000 ,0.000 ,125.000 
128.000 ,0.000 ,128.000 
130.000 ,0.000 ,130.000 
133.000 ,0.000 ,133.000 
135.000 ,0.000 ,135.000 
137.000 ,0.000 ,137.000 
140.000 ,0.000 ,140.000 
142.000 ,0.000 ,142.000 
145.000 ,0.000 ,145.000 
147.000 ,0.000 ,147.000 
149.000 ,0.000 ,149.000 
152.000 ,0.000 ,152.000 
154.000 ,0.000 ,154.000 
156.000 ,0.000 ,156.000 
159.000 ,0.000 ,159.000 
161.000 ,0.000 ,161.000 
164.000 ,0.000 ,164.000 
166.000 ,0.000 ,166.000 
168.000 ,0.000 ,168.000 
171.000 ,0.000 ,171.000 
173.000 ,0.000 ,173.000 
176.000 ,0.000 ,176.000 
178.000 ,0.000 ,178.000 
180.000 ,0.000 ,180.000 
183.000 ,0.000 ,183.000 
185.000 ,0.000 ,185.000 
188.000 ,0.000 ,188.000 
190.000 ,0.000 ,190.000 
192.000 ,0.000 ,192.000 
195.000 ,0.000 ,195.000 
197.000 ,0.000 ,197.000 
200.000 ,0.000 ,200.000 
202.000 ,0.000 ,202.000 
204.000 ,0.000 ,204.000 
207.000 ,0.000 ,207.000 
209.000 ,0.000 ,209.000 
211.000 ,0.000 ,211.000 
214.000 ,0.000 ,214.000 
216.000 ,0.000 ,216.000 
219.000 ,0.000 ,219.000 
221.000 ,0.000 ,221.000 
223.000 ,0.000 ,223.000 
226.000 ,0.000 ,226.000 
228.000 ,0.000 ,228.000 
231.000 ,0.000 ,231.000 
233.000 ,0.000 ,233.000 
235.000 ,0.000 ,235.000 
238.000 ,0.000 ,238.000 
240.000 ,0.000 ,240.000 
243.000 ,0.000 ,243.000 
245.000 ,0.000 ,245.000 
247.000 ,0.000 ,247.000 
250.000 ,0.000 ,250.000 
255.000 ,0.000 ,255.000 
255.000 ,0.000 ,255.000 
255.000 ,1.000 ,255.000 
255.000 ,3.000 ,255.000 
255.000 ,4.000 ,255.000 
255.000 ,6.000 ,255.000 
255.000 ,7.000 ,255.000 
255.000 ,9.000 ,255.000 
255.000 ,11.000 ,255.000 
255.000 ,12.000 ,255.000 
255.000 ,14.000 ,255.000 
255.000 ,15.000 ,255.000 
255.000 ,17.000 ,255.000 
255.000 ,19.000 ,255.000 
255.000 ,20.000 ,255.000 
255.000 ,22.000 ,255.000 
255.000 ,23.000 ,255.000 
255.000 ,25.000 ,255.000 
255.000 ,27.000 ,255.000 
255.000 ,28.000 ,255.000 
255.000 ,30.000 ,255.000 
255.000 ,31.000 ,255.000 
255.000 ,33.000 ,255.000 
255.000 ,35.000 ,255.000 
255.000 ,36.000 ,255.000 
255.000 ,38.000 ,255.000 
255.000 ,39.000 ,255.000 
255.000 ,41.000 ,255.000 
255.000 ,43.000 ,255.000 
255.000 ,44.000 ,255.000 
255.000 ,46.000 ,255.000 
255.000 ,47.000 ,255.000 
255.000 ,49.000 ,255.000 
255.000 ,51.000 ,255.000 
255.000 ,52.000 ,255.000 
255.000 ,54.000 ,255.000 
255.000 ,55.000 ,255.000 
255.000 ,57.000 ,255.000 
255.000 ,58.000 ,255.000 
255.000 ,60.000 ,255.000 
255.000 ,62.000 ,255.000 
255.000 ,63.000 ,255.000 
255.000 ,65.000 ,255.000 
255.000 ,66.000 ,255.000 
255.000 ,68.000 ,255.000 
255.000 ,70.000 ,255.000 
255.000 ,71.000 ,255.000 
255.000 ,73.000 ,255.000 
255.000 ,74.000 ,255.000 
255.000 ,76.000 ,255.000 
255.000 ,78.000 ,255.000 
255.000 ,79.000 ,255.000 
255.000 ,81.000 ,255.000 
255.000 ,82.000 ,255.000 
255.000 ,84.000 ,255.000 
255.000 ,86.000 ,255.000 
255.000 ,87.000 ,255.000 
255.000 ,89.000 ,255.000 
255.000 ,90.000 ,255.000 
255.000 ,92.000 ,255.000 
255.000 ,94.000 ,255.000 
255.000 ,95.000 ,255.000 
255.000 ,97.000 ,255.000 
255.000 ,98.000 ,255.000 
255.000 ,102.000 ,255.000 
255.000 ,102.000 ,255.000 
255.000 ,104.000 ,255.000 
255.000 ,106.000 ,255.000 
255.000 ,109.000 ,255.000 
255.000 ,111.000 ,255.000 
255.000 ,113.000 ,255.000 
255.000 ,116.000 ,255.000 
255.000 ,118.000 ,255.000 
255.000 ,121.000 ,255.000 
255.000 ,123.000 ,255.000 
255.000 ,125.000 ,255.000 
255.000 ,128.000 ,255.000 
255.000 ,130.000 ,255.000 
255.000 ,133.000 ,255.000 
255.000 ,135.000 ,255.000 
255.000 ,137.000 ,255.000 
255.000 ,140.000 ,255.000 
255.000 ,142.000 ,255.000 
255.000 ,145.000 ,255.000 
255.000 ,147.000 ,255.000 
255.000 ,149.000 ,255.000 
255.000 ,152.000 ,255.000 
255.000 ,154.000 ,255.000 
255.000 ,156.000 ,255.000 
255.000 ,159.000 ,255.000 
255.000 ,161.000 ,255.000 
255.000 ,164.000 ,255.000 
255.000 ,166.000 ,255.000 
255.000 ,168.000 ,255.000 
255.000 ,171.000 ,255.000 
255.000 ,173.000 ,255.000 
255.000 ,176.000 ,255.000 
255.000 ,178.000 ,255.000 
255.000 ,180.000 ,255.000 
255.000 ,183.000 ,255.000 
255.000 ,185.000 ,255.000 
255.000 ,188.000 ,255.000 
255.000 ,190.000 ,255.000 
255.000 ,192.000 ,255.000 
255.000 ,195.000 ,255.000 
255.000 ,197.000 ,255.000 
255.000 ,200.000 ,255.000 
255.000 ,202.000 ,255.000 
255.000 ,204.000 ,255.000 
255.000 ,207.000 ,255.000 
255.000 ,209.000 ,255.000 
255.000 ,211.000 ,255.000 
255.000 ,214.000 ,255.000 
255.000 ,216.000 ,255.000 
255.000 ,219.000 ,255.000 
255.000 ,221.000 ,255.000 
255.000 ,223.000 ,255.000 
255.000 ,226.000 ,255.000 
255.000 ,228.000 ,255.000 
255.000 ,231.000 ,255.000 
255.000 ,233.000 ,255.000 
255.000 ,235.000 ,255.000 
255.000 ,238.000 ,255.000 
255.000 ,240.000 ,255.000 
255.000 ,243.000 ,255.000 
255.000 ,245.000 ,255.000 
255.000 ,247.000 ,255.000 
255.000 ,250.000 ,255.000 
255.000 ,255.000 ,255.000 
